pmcid,doi,citations,author,author_link,author_h_index,publisher_link,author_citations
PMC7262240,10.1002/jmv.25839,83,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25839,0
PMC3879648,10.1186/1471-2296-14-200,176,BHK Yip;S Mercer;K Kung;SY Wong,https://scholar.google.com//citations?user=mJjsQiEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=5baheEUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=144E3jhK2pIC&hl=en&oi=sra;https://scholar.google.com//citations?user=53RAn9cAAAAJ&hl=en&oi=sra,65,https://bmcprimcare.biomedcentral.com/articles/10.1186/1471-2296-14-200,18383
PMC7310903,10.1097/md.0000000000020706,4,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7310903/,0
PMC6353795,10.3389/fimmu.2019.00022,215,S Al-Halifa;L Gauthier;D Arpin;S Bourgault;D Archambault,https://scholar.google.com//citations?user=fm9b_7oAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=m2mFYfQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=aADgShoAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=DsQd57YAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Vsml4-oAAAAJ&hl=en&oi=sra,28,https://www.frontiersin.org/articles/10.3389/fimmu.2019.00022/full,2343
PMC7168439,10.1002/med.21355,12,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/med.21355,0
PMC7199481,10.1111/j.2042-3306.2012.00574.x,25,AH Werners;CE Bryant,https://scholar.google.com//citations?user=04K81MEAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=6YlEJ6YAAAAJ&hl=pt-BR&oi=sra,66,https://beva.onlinelibrary.wiley.com/doi/abs/10.1111/j.2042-3306.2012.00574.x,16713
PMC7162417,10.1002/cmdc.201600156,51,Y Mehellou,https://scholar.google.com//citations?user=tII8AFMAAAAJ&hl=sv&oi=sra,20,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cmdc.201600156,2438
PMC7196557,10.1016/j.autrev.2020.102567,656,,,0,https://www.sciencedirect.com/science/article/pii/S1568997220301294,0
PMC7217129,10.1097/mat.0000000000001180,0,K Rajagopal;B Akkanti;P Loyalka,https://scholar.google.com//citations?user=8oaGD-QAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=9BPlKWEAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=t9cOpEoAAAAJ&hl=fr&oi=sra,27,https://www.ahajournals.org/doi/abs/10.1161/CIRCHEARTFAILURE.120.007175,4118
PMC7185794,10.1016/j.it.2006.05.006,0,P Kumar;SK Lee,https://scholar.google.com//citations?user=TILXvN8AAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=6xwN3W4AAAAJ&hl=ko&oi=sra,31,https://www.cell.com/trends/immunology/fulltext/S1471-4906(06)00148-7,9655
PMC7114303,10.1016/j.antiviral.2013.06.011,116,,,0,https://www.sciencedirect.com/science/article/pii/S016635421300168X,0
PMC7255635,10.1007/s41649-020-00125-3,71,GO Schaefer;MK Labude;LY Hsu,https://scholar.google.com//citations?user=yebS-LIAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=zhld6UMAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=V9acrbEAAAAJ&hl=sv&oi=sra,55,https://link.springer.com/article/10.1007/s41649-020-00125-3,13739
PMC7335630,10.1007/s11239-020-02210-8,61,D Lahiri;S Sarkar,https://scholar.google.com//citations?user=bYGU4JUAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=cnqETToAAAAJ&hl=de&oi=sra,7,https://link.springer.com/article/10.1007/s11239-020-02210-8,162
PMC7104105,10.1016/s2213-2600(13)70145-0,0,,,0,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(13)70145-0/fulltext,0
PMC7107836,10.1086/505116,175,,,0,https://academic.oup.com/cid/article-abstract/43/2/199/333986,0
PMC7297158,10.1016/j.micinf.2020.05.020,46,,,0,https://www.sciencedirect.com/science/article/pii/S128645792030099X,0
PMC7252122,10.1016/j.cie.2020.106517,76,,,0,https://www.sciencedirect.com/science/article/pii/S0360835220302515,0
PMC3878524,10.1186/1756-8722-6-94,105,,,0,https://link.springer.com/article/10.1186/1756-8722-6-94,0
PMC7111068,10.1111/1751-7915.13557,95,,,0,https://ami-journals.onlinelibrary.wiley.com/doi/abs/10.1111/1751-7915.13557,0
PMC7177078,10.1016/j.soncn.2020.151028,97,,,0,https://www.sciencedirect.com/science/article/pii/S0749208120300437,0
PMC7250111,10.1016/j.cmi.2020.05.016,60,,,0,https://www.sciencedirect.com/science/article/pii/S1198743X20302937,0
PMC4619341,10.1186/s12951-015-0119-z,43,R Dey;P Burkhard,https://scholar.google.com//citations?user=qDJ6prEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=8rCgdf4AAAAJ&hl=en&oi=sra,46,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-015-0119-z,8744
PMC5098453,10.1080/19420862.2016.1227901,144,S Marcel;KA McDonald,https://scholar.google.com//citations?user=erSqij0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=4wMA4XkAAAAJ&hl=en&oi=sra,36,https://www.tandfonline.com/doi/abs/10.1080/19420862.2016.1227901,4315
PMC6136076,10.2217/fvl-2018-0016,57,,,0,https://www.futuremedicine.com/doi/abs/10.2217/fvl-2018-0016,0
PMC7195146,10.1016/j.msec.2020.110924,0,,,0,https://www.sciencedirect.com/science/article/pii/S0928493119300475,0
PMC7300511,10.1002/ccd.28974,8,F Castagna;R Cerrud‐Rodriguez;MA Villela,https://scholar.google.com//citations?user=QXTykagAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=jL_UbD0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=gCm9wHYAAAAJ&hl=en&oi=sra,8,https://onlinelibrary.wiley.com/doi/abs/10.1002/ccd.28974,322
PMC3775153,10.1007/s40259-013-0039-0,151,E Gwyer Findlay;DJ Davidson,https://scholar.google.com//citations?user=lpVh25kAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=mLGjneoAAAAJ&hl=en&oi=sra,55,https://link.springer.com/article/10.1007/s40259-013-0039-0,12490
PMC7149773,10.1016/b978-0-12-802812-4.00006-0,0,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149773/,0
PMC7314493,10.1161/circulationaha.120.047349,633,MH Drazner;B Bozkurt;LT Cooper Jr,https://scholar.google.com//citations?user=eYAuKcAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=3jcZzboAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ZkVJJmEAAAAJ&hl=en&oi=sra,83,https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.120.047349,171596
PMC7260446,10.1007/s10067-020-05190-5,836,,,0,https://link.springer.com/article/10.1007/s10067-020-05190-5,0
PMC468889,10.1186/cc2817,15,,,0,https://link.springer.com/article/10.1186/cc2817,0
PMC7087747,10.1007/s00441-011-1291-6,4,,,0,https://link.springer.com/article/10.1007/s00441-011-1291-6,0
PMC7337639,10.1093/ckj/sfaa084,30,F Giaroni;G Alfano;R Magistroni;G Cappelli,https://scholar.google.com//citations?user=_ykMooYAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=yJkRE5gAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=IWL6k7oAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=zAXUa_oAAAAJ&hl=pt-BR&oi=sra,31,https://academic.oup.com/ckj/article-abstract/13/3/334/5860798,3143
PMC6069180,10.1128/jvi.00616-18,16,,,0,https://journals.asm.org/doi/abs/10.1128/jvi.00616-18,0
PMC3820481,10.6064/2012/875253,211,,,0,https://www.hindawi.com/journals/scientifica/2012/875253/abs/,0
PMC7305739,10.1016/j.tips.2020.06.001,0,H Alachkar,https://scholar.google.com//citations?user=mHOS7mwAAAAJ&hl=fr&oi=sra,21,https://www.cell.com/trends/pharmacological-sciences/fulltext/S0165-6147%2820%2930130-9?source=content_type%3Areact%7Cfirst_level_url%3Aarticle%7Csection%3Amain_content%7Cbutton%3Abody_link,1391
PMC7332933,10.1016/j.dsx.2020.06.071,37,,,0,https://www.sciencedirect.com/science/article/pii/S1871402120302393,0
PMC7333634,10.1016/j.cellsig.2020.109706,27,,,0,https://www.sciencedirect.com/science/article/pii/S0898656820301832,0
PMC3373055,10.3201/eid1206.060028,281,D Nix;JN Galgiani,https://scholar.google.com//citations?user=8NrVRKYAAAAJ&hl=sv&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=MLiulYYAAAAJ&hl=sv&oe=ASCII&oi=sra,73,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3373055/,20571
PMC3952664,10.1093/infdis/jit468,82,,,0,https://academic.oup.com/jid/article-abstract/209/7/1028/876868,0
PMC5585631,10.1155/2017/1062065,27,K Ishii,https://scholar.google.com//citations?user=XmSrLI0AAAAJ&hl=en&oi=sra,23,https://www.hindawi.com/journals/ecam/2017/1062065/abs/,1601
PMC7303584,10.1186/s40545-020-00241-3,0,,,0,https://joppp.biomedcentral.com/articles/10.1186/s40545-020-00252-0,0
PMC7173307,10.1016/j.jcv.2014.10.013,8,,,0,https://www.sciencedirect.com/science/article/pii/S1386653214004004,0
PMC7091922,10.1038/sj.bmt.1703900,118,,,0,https://www.nature.com/articles/1703900,0
PMC7326128,10.3389/fimmu.2020.01102,26,F Naz;M Arish,https://scholar.google.com//citations?user=OpZ8MiwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=0O_tBbYAAAAJ&hl=en&oi=sra,10,https://www.frontiersin.org/articles/10.3389/fimmu.2020.01102/full,331
PMC7261990,10.1111/dth.13475,132,G Damiani;NL Bragazzi,https://scholar.google.com//citations?user=2LqebAUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=sTIzwwEAAAAJ&hl=en&oi=sra,77,https://onlinelibrary.wiley.com/doi/abs/10.1111/dth.13475,33859
PMC7132652,10.1016/j.ejcdt.2014.06.015,4,,,0,https://www.sciencedirect.com/science/article/pii/S0422763814001484,0
PMC7153314,10.1016/b978-0-12-816053-4.00020-1,0,,,0,https://www.sciencedirect.com/science/article/pii/B9780128160534000201,0
PMC7262354,10.1111/apa.15307,0,EJ Khoo,https://scholar.google.com//citations?user=z5L4rwEAAAAJ&hl=fr&oi=sra,8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7262354/,307
PMC7143164,10.1056/nejmoa2004500,2972,PK Bhatraju;KR Jerome;AL Greninger,https://scholar.google.com//citations?user=wa6mHRYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=QqAIKVMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=6ndwvvsAAAAJ&hl=en&oi=sra,64,https://www.nejm.org/doi/full/10.1056/NEJMoa2004500,21374
PMC7323687,10.1016/j.jss.2020.06.049,4,,,0,https://www.sciencedirect.com/science/article/pii/S002248042030442X,0
PMC7102748,10.1016/j.coviro.2015.04.010,30,,,0,https://www.sciencedirect.com/science/article/pii/S1879625715000760,0
PMC7196837,10.1073/pnas.2004168117,2201,L Chen,https://scholar.google.com//citations?user=NlctOsUAAAAJ&hl=en&oi=sra,40,https://www.pnas.org/doi/abs/10.1073/pnas.2004168117,7183
PMC7144823,10.1093/ofid/ofaa105,415,EK McCreary,https://scholar.google.com//citations?user=LNTsvI8AAAAJ&hl=en&oi=sra,19,https://academic.oup.com/ofid/article-abstract/7/4/ofaa105/5811022,1730
PMC7095815,10.1038/nm990,102,,,0,https://www.nature.com/articles/nm990,0
PMC7088259,10.1007/s10989-019-09951-y,18,SK Marimuthu;SK Perumal,https://scholar.google.com//citations?user=hq2_4WYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=sM2b43EAAAAJ&hl=en&oi=sra,6,https://link.springer.com/article/10.1007/s10989-019-09951-y,137
PMC6487159,10.1155/2019/3548396,11,G Bifulco,https://scholar.google.com//citations?user=rsbXG_EAAAAJ&hl=de&oi=sra,47,https://www.hindawi.com/journals/bmri/2019/3548396/abs/,8056
PMC7302632,10.1097/md.0000000000020613,1,W Li,https://scholar.google.com//citations?user=2ndXjOgAAAAJ&hl=en&oi=sra,40,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302632/,5901
PMC7063753,10.1186/s12933-020-01004-9,5,,,0,https://link.springer.com/article/10.1186/s12933-020-01004-9,0
PMC6360994,10.3389/fmicb.2019.00011,0,A Camelo-Castillo;A Mira,https://scholar.google.com//citations?user=KEHwwJ8AAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=NIMdF8UAAAAJ&hl=ko&oi=sra,62,https://www.frontiersin.org/articles/10.3389/fmicb.2019.00011/full,14292
PMC7183927,10.1007/s12098-020-03292-1,174,J Sankar;R Lodha,https://scholar.google.com//citations?user=Pm4nixUAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=pi17Lr4AAAAJ&hl=pt-BR&oi=sra,67,https://link.springer.com/article/10.1007/s12098-020-03292-1,51050
PMC7245623,10.1186/s13578-020-00427-x,80,J Wang;Y Li,https://scholar.google.com//citations?user=gBDFq4EAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=C_SwogkAAAAJ&hl=en&oe=ASCII&oi=sra,21,https://cellandbioscience.biomedcentral.com/articles/10.1186/s13578-020-00427-x,1256
PMC7099997,10.1007/s40475-016-0084-0,1,HY Lee;U Strych,https://scholar.google.com//citations?user=6ie0TMgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=CfFMh80AAAAJ&hl=en&oi=sra,38,https://link.springer.com/article/10.1007/s40475-016-0084-0,5524
PMC7324774,10.1186/s40560-020-00464-1,34,Y Zayed;M Barbarawi;J Kerbage,https://scholar.google.com//citations?user=tVumohMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=K55nnvwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=yC1wLrIAAAAJ&hl=en&oi=sra,6,https://link.springer.com/article/10.1186/s40560-020-00464-1,140
PMC7064182,10.1371/journal.pone.0229911,70,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229911,0
PMC5016770,10.1111/pbi.12433,47,N Matoba;KE Palmer,https://scholar.google.com//citations?user=Ki0e9hEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=aFPSGxAAAAAJ&hl=en&oi=sra,38,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.12433,5268
PMC3178480,10.1186/1752-153x-5-48,89,,,0,https://bmcchem.biomedcentral.com/articles/10.1186/1752-153X-5-48,0
PMC7090473,10.1007/s12033-019-00222-1,102,J Thomas,https://scholar.google.com//citations?user=k_XYFy8AAAAJ&hl=en&oi=sra,7,https://link.springer.com/article/10.1007/s12033-019-00222-1,269
PMC7266585,10.1016/j.jagp.2020.05.021,27,,,0,https://www.sciencedirect.com/science/article/pii/S106474812030350X,0
PMC7167065,10.1002/jmv.24575,40,GK Helal;MA Gad;MS Eid,https://scholar.google.com//citations?user=S6DtCcoAAAAJ&hl=de&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=TWBLeGgAAAAJ&hl=de&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=sJe_FyQAAAAJ&hl=de&oe=ASCII&oi=sra,4,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.24575,129
PMC7096017,10.1038/nm1143,1329,,,0,https://www.nature.com/articles/nm1143,0
PMC7265107,10.1080/23744235.2020.1769853,4,,,0,https://www.tandfonline.com/doi/abs/10.1080/23744235.2020.1769853,0
PMC4747065,10.5853/jos.2015.01326,67,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4747065/,0
PMC7267043,10.1080/10406638.2020.1770306,74,S Mondal;A Pal,https://scholar.google.com//citations?user=U9VxcMIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=BG4W8KEAAAAJ&hl=en&oi=sra,28,https://www.tandfonline.com/doi/abs/10.1080/10406638.2020.1770306,2820
PMC7149942,10.1016/b978-0-12-801238-3.10878-5,9,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149942/,0
PMC5198053,10.3390/ph9040078,77,VM González;A García-Sacristán,https://scholar.google.com//citations?user=Mwes1lcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=mPd6aSQAAAAJ&hl=en&oi=sra,8,https://www.mdpi.com/1424-8247/9/4/78,432
PMC7003341,10.1186/s40779-020-0233-6,2775,ZS Cheng,https://scholar.google.com//citations?user=4vpsHjIAAAAJ&hl=pt-BR&oi=sra,14,https://mmrjournal.biomedcentral.com/articles/10.1186/s40779-020-0233-6,3400
PMC4918159,10.3201/eid2207.160022,17,KJ Erlandson,https://scholar.google.com//citations?user=ewBm0BoAAAAJ&hl=en&oi=sra,15,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918159/,1042
PMC7102180,10.1007/s00268-011-1418-7,0,A Polydorou;K Chondrogiannis,https://scholar.google.com//citations?user=evvih98AAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=DzBxDwcAAAAJ&hl=ko&oi=sra,10,https://link.springer.com/article/10.1007/s00268-011-1418-7,349
PMC7293492,10.1016/j.tibtech.2020.06.004,11,L Pregelj;DC Hine;TP Munro,https://scholar.google.com//citations?user=76m5e08AAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=ZQE4ZCkAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=Uz0xXgQAAAAJ&hl=de&oi=sra,31,https://www.cell.com/trends/biotechnology/fulltext/S0167-7799(20)30168-2,2934
PMC7305749,10.1016/j.ijbiomac.2020.06.148,19,,,0,https://www.sciencedirect.com/science/article/pii/S0141813020335893,0
PMC7246523,10.3390/ijerph17093010,245,,,0,https://www.mdpi.com/1660-4601/17/9/3010,0
PMC7177898,10.3390/ijms21072657,18,CS Chien,https://scholar.google.com//citations?user=DDbFP5YAAAAJ&hl=en&oi=sra,25,https://search.proquest.com/openview/1138183b5d8de7f28f72b1a6f5ae9edf/1?pq-origsite=gscholar&cbl=2032341,3378
PMC4595062,10.1186/s12931-015-0281-8,99,R Eccles;SL Johnston;P Robinson;M Trampisch,https://scholar.google.com//citations?user=kjF0QawAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=PqTmYnsAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=aVa6jmUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=39--n0wAAAAJ&hl=en&oi=sra,13,https://respiratory-research.biomedcentral.com/articles/10.1186/s12931-015-0281-8,425
PMC7246053,10.1016/j.joms.2020.05.027,49,,,0,https://www.sciencedirect.com/science/article/pii/S0278239120305516,0
PMC6995511,10.3390/biom9120801,123,SS Braga,https://scholar.google.com//citations?user=2MfV1BIAAAAJ&hl=en&oi=sra,25,https://www.mdpi.com/2218-273X/9/12/801,2027
PMC7167553,10.1016/j.biologicals.2020.04.003,4,,,0,https://www.sciencedirect.com/science/article/pii/S1045105620300439,0
PMC7283784,10.1111/jebm.12395,27,L Clarke,https://scholar.google.com//citations?user=fiU3vo4AAAAJ&hl=en&oe=ASCII&oi=sra,8,https://onlinelibrary.wiley.com/doi/abs/10.1111/jebm.12395,349
PMC2630947,10.1186/1746-4269-5-2,187,Y Feng;N Wang,https://scholar.google.com//citations?user=2ODfxvQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=LUoXIGAAAAAJ&hl=en&oi=sra,31,https://link.springer.com/article/10.1186/1746-4269-5-2,5554
PMC7340033,10.1016/j.mehy.2020.110081,30,,,0,https://www.sciencedirect.com/science/article/pii/S0306987720308197,0
PMC7267323,10.1002/jmv.25965,110,S Liu,https://scholar.google.com//citations?user=JKXOENIAAAAJ&hl=en&oi=sra,12,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25965,563
PMC7080150,10.1007/s00239-019-09893-5,18,SC Stearns,https://scholar.google.com//citations?user=4_eJMVsAAAAJ&hl=en&oi=sra,65,https://link.springer.com/article/10.1007/s00239-019-09893-5,43274
PMC7196187,10.5483/bmbrep.2020.53.4.080,0,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7196187/,0
PMC7337789,10.1093/jac/dkaa239,101,M Tempestilli,https://scholar.google.com//citations?user=e2K5Q6EAAAAJ&hl=en&oe=ASCII&oi=sra,16,https://academic.oup.com/jac/article-abstract/75/10/2977/5865507,982
PMC7291190,10.1007/s00508-020-01691-0,27,,,0,https://link.springer.com/article/10.1007/s00508-020-01691-0,0
PMC7087985,10.1007/s10544-013-9753-0,0,CS Yeh;GB Lee,https://scholar.google.com//citations?user=FdUJxyMAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=nz_7OkEAAAAJ&hl=ko&oi=sra,78,https://link.springer.com/article/10.1007/s10544-013-9753-0,24249
PMC7210036,10.2147/dmso.s254267,0,Z Omran;R Sheikh;MA Zamzami;M Alarjah,https://scholar.google.com//citations?user=0jbrlL4AAAAJ&hl=fr&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=-s3OVQgAAAAJ&hl=fr&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=VIub50IAAAAJ&hl=fr&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=-7Kv1q4AAAAJ&hl=fr&oe=ASCII&oi=sra,10,https://www.tandfonline.com/doi/abs/10.2147/DMSO.S254267,288
PMC7188656,10.1016/j.ygyno.2020.04.703,13,,,0,https://www.gynecologiconcology-online.net/article/S0090-8258(20)31013-1/abstract,0
PMC7118541,10.1016/j.csbj.2020.03.025,765,,,0,https://www.sciencedirect.com/science/article/pii/S2001037020300490,0
PMC7329694,10.1016/j.addr.2020.06.026,188,,,0,https://www.sciencedirect.com/science/article/pii/S0169409X20300727,0
PMC3790563,10.12703/p5-43,4,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3790563/,0
PMC7198406,10.1016/j.autrev.2020.102566,99,,,0,https://www.sciencedirect.com/science/article/pii/S1568997220301282,0
PMC6797873,10.1111/cei.13284,11,,,0,https://academic.oup.com/cei/article-abstract/198/2/170/6402655,0
PMC7343863,10.1038/s41467-020-17318-x,438,,,0,https://www.nature.com/articles/s41467-020-17318-x,0
PMC7267479,10.1186/s13063-020-04330-1,4,A Poinas;H Sokol,https://scholar.google.com//citations?user=YjcDbQMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=TIu6TssAAAAJ&hl=en&oi=sra,88,https://link.springer.com/article/10.1186/s13063-020-04330-1,36831
PMC3338466,10.1371/journal.pone.0035812,95,DM Hwang;N Palaniyar;S Grinstein;DJ Philpott;J Hu,https://scholar.google.com//citations?user=T2QJsT8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=D1g1xlkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=lTI5UqwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=GOjlGC4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=6LCDeksAAAAJ&hl=en&oi=sra,44,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0035812,5576
PMC7326247,10.1136/jitc-2020-000911,240,N Acharya;AC Anderson,https://scholar.google.com//citations?user=0Pz4bugAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=gcchCi4AAAAJ&hl=en&oi=sra,63,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326247/,21800
PMC7107395,10.1093/infdis/jiv392,767,JFW Chan;JP Cai,https://scholar.google.com//citations?user=EujYi5oAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=uQpJqboAAAAJ&hl=en&oi=sra,45,https://academic.oup.com/jid/article-abstract/212/12/1904/2911949,25533
PMC7205724,10.1016/j.intimp.2020.106560,186,,,0,https://www.sciencedirect.com/science/article/pii/S1567576920310298,0
PMC2702340,10.1186/1479-0556-7-7,0,I Sominskaya,https://scholar.google.com//citations?user=Hid1gO8AAAAJ&hl=fr&oi=sra,20,https://link.springer.com/article/10.1186/1479-0556-7-7,1289
PMC7088325,10.1007/s10806-015-9574-7,30,B Capps;Z Lederman,https://scholar.google.com//citations?user=E3RkrrQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=HTF4jFkAAAAJ&hl=en&oi=sra,12,https://link.springer.com/article/10.1007/s10806-015-9574-7,558
PMC7253105,10.4269/ajtmh.20-0283,190,AM Dondorp;M Hayat;D Aryal;A Beane;MJ Schultz,https://scholar.google.com//citations?user=ikdkX2QAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=4OODVsIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=xCm602YAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=HvgqAl8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ZEPlRsYAAAAJ&hl=en&oi=sra,113,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7253105/,58350
PMC7266124,10.1007/s00792-020-01180-2,78,W Sajjad;M Rafiq;A Iqbal;S Khan;S Kang,https://scholar.google.com//citations?user=ECgLIxQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=93uzicUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=7B8TIhMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=VjvRKgYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Ym0BfsAAAAAJ&hl=en&oi=sra,89,https://link.springer.com/article/10.1007/s00792-020-01180-2,33460
PMC7296090,10.3389/fcell.2020.00476,33,S Ge;X Fan,https://scholar.google.com//citations?user=OFGemA8AAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=gmR-rocAAAAJ&hl=de&oi=sra,55,https://www.frontiersin.org/articles/10.3389/fcell.2020.00476/full,11126
PMC2682562,10.1371/journal.pone.0005672,75,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005672,0
PMC3925713,10.4161/viru.26475,75,C Ferraresi;MVP de Sousa;A Rineh;SK Sharma,https://scholar.google.com//citations?user=T9nUURkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=nTpv-2EAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=CMQH084AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=qf9mgSIAAAAJ&hl=en&oi=sra,27,https://www.tandfonline.com/doi/abs/10.4161/viru.26475,6847
PMC7341707,10.1038/s41582-020-0385-8,66,A Bar-Or;H Wiendl,https://scholar.google.com//citations?user=6AbGCdEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=oZ9aiqYAAAAJ&hl=en&oi=sra,96,https://www.nature.com/articles/s41582-020-0385-8,34602
PMC7109760,10.1093/jac/dkw338,130,Y Mo;D Fisher,https://scholar.google.com//citations?user=B9M75WwAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=0IjTC5sAAAAJ&hl=de&oi=sra,58,https://academic.oup.com/jac/article-abstract/71/12/3340/2631297,12613
PMC6028058,10.2147/rrtm.s108992,3,AW Taylor-Robinson,https://scholar.google.com//citations?user=veitY7oAAAAJ&hl=en&oi=sra,33,https://www.tandfonline.com/doi/abs/10.2147/RRTM.S108992,4335
